,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
5042,5315,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?",Hoshi,anger,negative,535,2,3,24,"00:07:03,840","00:07:09,678"
5043,5316,"I told you, were adding new operators all the time. Could we concentrate on my training?",Pete,neutral,neutral,535,3,3,24,"00:07:09,929","00:07:13,432"
5044,5317,"I mean why, of all people would you want to go out with Chip?!",Rachel,surprise,negative,536,0,4,2,"00:07:20,064","00:07:22,858"
5045,5318,"Look, you and I went to different high schools...",Monica,neutral,neutral,536,1,4,2,"00:07:23,025","00:07:24,776"
5051,5324,"Oh my God, they told us that was for the mascot!",Rachel,surprise,negative,536,7,4,2,"00:07:49,260","00:07:52,721"
5052,5325,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now hes-hes called me up and asked me out.",Monica,surprise,positive,536,8,4,2,"00:07:55,558","00:08:03,482"
5065,5338,"Ross, get over it! Its not like she hates you.",Rachel,anger,negative,538,0,6,11,"00:08:31,511","00:08:33,053"
5066,5339,Yeah but,Ross,sadness,negative,538,1,6,11,"00:08:33,221","00:08:35,430"
5072,5348,Sure!,Phoebe,joy,positive,538,7,6,11,"00:09:05,419","00:09:08,213"
5073,5349,He got it a flea market!,Rachel,joy,positive,538,8,6,11,"00:09:08,381","00:09:09,798"
5074,5350,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,disgust,negative,538,9,6,11,"00:09:11,300","00:09:17,889"
5075,5351,And Joey?,Rachel,neutral,neutral,539,0,9,12,"00:01:08,318","00:01:09,443"
5076,5352,How do you think she's doing?,Joey,neutral,neutral,539,1,9,12,"00:01:09,694","00:01:11,487"
5077,5353,Am I the only one who doesn't think that she's hot? Ross?,Rachel,surprise,positive,539,2,9,12,"00:01:13,656","00:01:16,116"
5086,5363,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,sadness,negative,540,5,1,5,"00:06:49,200","00:06:59,668"
5087,5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,positive,541,0,6,15,"00:13:48,744","00:13:54,457"
5089,5366,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",Ross,neutral,neutral,541,2,6,15,"00:14:01,841","00:14:08,596"
5090,5367,What do you mean?,Carol,surprise,positive,541,3,6,15,"0:14:08,848","0:14:09,516"
5099,5378,For fun?,Ross,neutral,neutral,541,12,6,15,"00:14:31,328","00:14:34,205"
5100,5379,Like what?,Carol,surprise,positive,541,13,6,15,"00:14:34,373","00:14:38,042"
5101,5380,"Well I dont know umm,  what if we were too tie each other up?",Ross,joy,positive,541,14,6,15,"00:14:34,373","00:14:45,133"
5102,5381,"Umm, some people eat stuff off one another.",Ross,neutral,neutral,541,15,6,15,"00:14:52,224","00:14:56,728"
5103,5382,Nah!,Ross,disgust,negative,541,16,6,15,"00:14:58,355","00:14:59,981"
5109,5389,"Oh my God, they took my idea!",Phoebe,surprise,positive,542,2,3,21,"0:00:09,217","0:00:10,889"
5110,5390,That was you?!,Monica,surprise,negative,542,3,3,21,"0:00:10,889","0:00:11,351"
5117,5397,Hi.,Joshua,neutral,neutral,543,1,2,22,"00:20:39,863","00:20:41,197"
5119,5399,All those things I said about not being ready,Joshua,neutral,neutral,544,0,4,16,"00:20:46,161","00:20:49,288"
5120,5400,Theyre not true?,Rachel,fear,negative,544,1,4,16,"0:20:49,623","0:20:50,465"
5124,5404,"Oh! Oh, I love that but.",Rachel,surprise,positive,544,5,4,16,"00:20:54,836","00:21:00,758"
5127,5407,Okay.  Every time.,Rachel,neutral,neutral,544,8,4,16,"00:21:22,823","00:21:25,032"
5128,5413,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",Monica,anger,negative,545,0,1,9,"00:13:07,411","00:13:12,248"
5129,5414,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",Phoebe,sadness,negative,545,1,1,9,"00:13:12,416","00:13:19,798"
5130,5415,Why would we do that?,Monica,surprise,negative,545,2,1,9,"00:13:20,007","00:13:21,466"
5131,5416,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,sadness,negative,545,3,1,9,"00:13:24,094","00:13:25,720"
5132,5417,"Ok, three kinds of potatoes coming up.",Monica,neutral,neutral,545,4,1,9,"00:13:28,474","00:13:32,227"
5133,5418,"Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!",Rachel,joy,positive,545,5,1,9,"00:13:33,729","00:13:41,653"
5144,5429,Which one do you think she is?,Rachel,neutral,neutral,546,2,1,21,"00:05:16,232","00:05:18,108"
5145,5430,May I help you?,Teacher,neutral,neutral,546,3,1,21,"00:05:18,318","00:05:19,943"
5146,5431,"Oh, no thanks, we're just here to observe.",Monica,neutral,neutral,546,4,1,21,"00:05:20,111","00:05:21,862"
5147,5432,You don't observe a dance class. You,Teacher,neutral,neutral,546,5,1,21,"00:05:22,071","00:05:25,907"
5148,5433,What does she mean?,Rachel,neutral,neutral,546,6,1,21,"00:05:30,788","00:05:32,039"
5149,5434,I think she means  'You,Phoebe,neutral,neutral,546,7,1,21,"00:05:32,248","00:05:34,082"
5150,5435,"Okay, d'y'see anybody you think could be me?",Monica,anger,negative,546,8,1,21,"00:05:40,089","00:05:42,799"
5151,5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,Teacher,anger,negative,546,9,1,21,"00:05:42,967","00:05:49,598"
5152,5437,She could be you.,Rachel,neutral,neutral,546,10,1,21,"00:05:50,350","00:05:52,142"
5153,5438,"Let's get started. Five, six, a-five six seven eight...",Teacher,neutral,neutral,546,11,1,21,"00:05:56,773","00:06:02,694"
5154,5439,"Okay, I'm not getting this!",Monica,anger,negative,546,12,1,21,"00:06:07,408","00:06:09,242"
5155,5440,I'm totally getting it!,Phoebe,joy,positive,546,13,1,21,"00:06:09,452","00:06:12,537"
5156,5441,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,sadness,negative,546,14,1,21,"00:06:16,626","00:06:20,420"
5157,5442,What? You just click when they click.,Rachel,surprise,positive,546,15,1,21,"00:06:28,262","00:06:30,430"
5158,5443,"Alright people, now everyone grab a partner.",Teacher,neutral,neutral,546,16,1,21,"00:06:32,308","00:06:34,810"
5159,5444,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",Phoebe,neutral,neutral,546,17,1,21,"00:06:36,646","00:06:41,608"
5160,5445,Great. It's gym class all over again.,Monica,disgust,negative,546,18,1,21,"00:06:42,026","00:06:44,736"
5161,5446,"I'm not crazy, right? I mean, it was never like that.",Rachel,surprise,positive,547,0,1,20,"00:04:52,208","00:04:55,544"
5162,5447,"Nooo, it wasn't.",Barry,neutral,neutral,547,1,1,20,"00:04:56,212","00:04:58,422"
5163,5448,"Ooh, and it's so nice having this little sink here...",Rachel,joy,positive,547,2,1,20,"00:05:00,800","00:05:04,678"
5164,5449,"Oh, ain't this nice? It's so quiet, I could just lie here all day.",Chandler,joy,positive,548,0,9,23,"00:27:31,483","00:27:35,736"
5165,5450,I know,Monica,neutral,neutral,548,1,9,23,"00:27:35,904","00:27:37,738"
5166,5451,Open your drapes! Open your drapes!,Rachel,joy,positive,548,2,9,23,"0:27:39,491","0:27:41,368"
5167,5452,I'm so glad we've got adjoining rooms!,Chandler,joy,positive,548,3,9,23,"0:27:41,368","0:27:44,553"
5168,5453,The sun is out!,Monica,joy,positive,548,4,9,23,"0:27:45,747","0:27:49,339"
5169,5454,Hey! Remember when I had corneas?,Chandler,anger,negative,548,5,9,23,"0:27:49,339","0:27:50,185"
5170,5455,"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.",Monica,neutral,neutral,548,6,9,23,"00:27:50,293","00:27:56,590"
5171,5456,Ladies? Ross's speech is in 45 minutes.,Chandler,neutral,neutral,548,7,9,23,"00:27:52,253","00:27:56,590"
5172,5459,"Walls are pretty thin, guys!",Ross,anger,negative,548,10,9,23,"00:27:59,928","00:28:02,388"
5173,5460,"Hi uh, Im Joey Tribbiani and with all do respect Id like to donate some fluids.",Joey,joy,positive,549,0,6,17,"00:07:01,546","00:07:06,967"
5174,5461,"Were actually at the end of one of our research cycles, so were not looking for applicants right now.",Receptionist,neutral,neutral,549,1,6,17,"00:07:08,845","00:07:13,473"
5175,5462,"Oh thats too bad. Ive kinda been saving up.  Uh, are you sure theres no studies I can participate in?",Joey,sadness,negative,549,2,6,17,"00:07:13,641","00:07:23,191"
5176,5463,"Well, heres a schedule of whats coming up.",Receptionist,neutral,neutral,549,3,6,17,"00:07:23,401","00:07:25,444"
5177,5464,Thanks.  Well but this one starts now.,Joey,neutral,neutral,549,4,6,17,"00:07:27,697","00:07:29,239"
5178,5465,"Oh that one is available now, but only identical twins are eligible. Its a twins study.",Receptionist,neutral,neutral,549,5,6,17,"00:07:29,407","00:07:35,245"
5179,5466,"But its $2,000.",Joey,surprise,positive,549,6,6,17,"00:07:32,577","00:07:35,245"
5180,5467,Sorry.,Receptionist,sadness,negative,549,7,6,17,"00:07:35,955","00:07:38,248"
5181,5468,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.,Joey,neutral,neutral,549,8,6,17,"00:07:39,709","00:07:46,673"
5182,5469,"We already got the results back on that on, and theyre not good.",Receptionist,joy,positive,549,9,6,17,"00:07:47,592","00:07:51,386"
5183,5470,Hey! Hows it goin?,Monica,neutral,neutral,550,0,1,18,"00:15:39,063","00:15:41,648"
5184,5471,"Well, not much has changed in the last five minutes.",Phoebe,neutral,neutral,551,0,6,18,"00:15:41,815","00:15:43,858"
5185,5472,Yes it has! I made cookies!,Monica,joy,positive,551,1,6,18,"00:15:45,736","00:15:47,278"
5186,5473,Oh thats all right. Im still full from your homemade potato chips.,Phoebe,neutral,neutral,551,2,6,18,"00:15:47,446","00:15:50,448"
5187,5474,But you should eat them now because theyre hot from the oven.,Monica,joy,positive,551,3,6,18,"00:15:50,616","00:15:54,994"
5188,5475,Okay.,Phoebe,neutral,neutral,551,4,6,18,"00:15:56,538","00:15:59,040"
5189,5476,"Oh-ho! But not in here! Cant eat em in bed, remember? No crumbies!",Monica,joy,positive,551,5,6,18,"00:15:56,538","00:16:01,876"
5190,5477,"Okay, Ill be out in a second.",Phoebe,neutral,neutral,551,6,6,18,"00:16:03,379","00:16:05,296"
5191,5478,Okay!,Monica,neutral,neutral,551,7,6,18,"00:16:05,464","00:16:06,923"
5192,5479,What are you doing?,Monica,neutral,neutral,551,8,6,18,"0:16:15,057","0:16:15,829"
5193,5480,That doesnt lock does it?,Phoebe,neutral,neutral,551,9,6,18,"0:16:15,829","0:16:17,789"
5194,5481,"You know, it still smells like monkey in there.",Monica,disgust,negative,552,0,2,4,"00:16:05,005","00:16:07,632"
5195,5482,That saves us a conversation.,Julie,neutral,neutral,552,1,2,4,"00:16:09,677","00:16:12,220"
5196,5483,"Well, listen, this has been great but I'm officially wiped.",Chandler,neutral,neutral,552,2,2,4,"00:16:14,139","00:16:16,808"
5197,5484,"Me too, we should get goin'.",Joey,neutral,neutral,552,3,2,4,"0:16:17,059","0:16:18,269"
5198,5485,No.,Stephanie,neutral,neutral,552,4,2,4,"0:16:18,269","0:16:19,329"
5199,5487,"Okay, here comes another camera.",Monica,neutral,neutral,553,0,6,10,"00:08:20,666","00:08:21,708"
5200,5488,Right. No biggie. Stay loose.,Ross,neutral,neutral,553,1,6,10,"00:08:21,959","00:08:25,003"
5201,5489,Why do they keep doing that?,Ross,neutral,neutral,553,2,6,10,"00:08:34,639","00:08:36,723"
5202,5490,"If we wanna get on camera, I think we have to get up on one of those platforms.",Monica,neutral,neutral,553,3,6,10,"00:08:36,974","00:08:39,809"
5203,5491,Theyve been taping those people up there all day.,Monica,neutral,neutral,553,4,6,10,"00:08:40,061","00:08:41,770"
5204,5492,Right.,Ross,neutral,neutral,553,5,6,10,"00:08:42,021","00:08:43,146"
5205,5493,"Hey, whatd you guys do to get up on there?",Ross,joy,positive,553,6,6,10,"00:08:48,027","00:08:50,362"
5206,5494,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,Monica,joy,positive,553,7,6,10,"00:08:50,613","00:08:58,328"
5207,5495,Yeah!,Ross,joy,positive,553,8,6,10,"00:08:57,286","00:08:58,328"
5208,5496,Hey! Youre a good dancer!,Janine,surprise,positive,553,9,6,10,"0:09:02,625","0:09:05,337"
5209,5497,Really?,Joey,surprise,positive,553,10,6,10,"0:09:05,337","0:09:05,644"
5221,5509,Is someone there?,Monica,anger,negative,554,1,6,13,"00:19:50,397","00:19:52,315"
5222,5510,"Oh yes, its me! Sorry!",Rachel,neutral,neutral,554,2,6,13,"00:19:53,066","00:19:56,152"
5223,5511,What are you doing here?,Chandler,neutral,neutral,554,3,6,13,"00:19:56,320","00:19:58,279"
5224,5512,"Uh, Im just, Im just looking out your window. At-at the view. What are you guys doing?",Rachel,neutral,neutral,554,4,6,13,"00:19:59,364","00:20:06,704"
5225,5513,We got some,Chandler,neutral,neutral,554,5,6,13,"00:20:07,748","00:20:11,000"
5226,5514,"Oh, he brought her back to his apartment.",Rachel,neutral,neutral,554,6,6,13,"00:20:15,047","00:20:17,840"
5227,5515,Who?  Is that your sister?,Monica,surprise,negative,554,7,6,13,"00:20:18,926","00:20:25,973"
5228,5516,"Ugh, she",Rachel,neutral,neutral,554,8,6,13,"00:20:26,183","00:20:30,186"
5229,5517,"God, Ross is on a date with your sister! How weird is that?!",Monica,disgust,negative,554,9,6,13,"00:20:31,104","00:20:34,190"
5230,5518,"Oh my God, look-look hes taking off her clothes!",Rachel,sadness,negative,554,10,6,13,"0:20:34,358","0:20:36,486"
5231,5519,Hes taking off her coat!,Chandler,disgust,negative,554,11,6,13,"0:20:36,486","0:20:37,053"
5232,5520,"Oh, this is just terrible.",Rachel,disgust,negative,554,12,6,13,"00:20:40,197","00:20:41,948"
5233,5521,Ross! Wait!,Elizabeth,sadness,negative,555,0,6,24,"00:18:58,512","00:19:00,096"
5234,5522,"Elizabeth, thank God! I was just thinking about",Ross,joy,positive,555,1,6,24,"00:19:00,264","00:19:03,724"
5235,5523,You suck!!,Elizabeth,anger,negative,555,2,6,24,"00:19:03,892","00:19:05,935"
5236,5524,What?!,Ross,anger,negative,555,3,6,24,"00:19:06,103","00:19:07,186"
5237,5525,"Okay, break-ups still on!",Ross,anger,negative,555,4,6,24,"00:19:13,235","00:19:17,780"
5238,5526,Hey.,Joey,neutral,neutral,556,0,8,16,"0:07:31,534","0:07:33,126"
5239,5527,Hey.,Ross,neutral,neutral,556,1,8,16,"0:07:33,126","0:07:34,415"
5240,5528,"Look, I understand if you came by to hit me, I deserve it.",Joey,sadness,negative,556,2,8,16,"00:07:35,580","00:07:39,374"
5241,5529,"No, I dont want to hit you.",Ross,neutral,neutral,556,3,8,16,"00:07:39,584","00:07:41,877"
5242,5530,Oh what then? Kick me?,Joey,anger,negative,556,4,8,16,"00:07:42,086","00:07:44,588"
5243,5531,No.,Ross,neutral,neutral,556,5,8,16,"00:07:44,922","00:07:46,173"
5244,5532,"My son? Pretty serious.  Oh hey Katie!  What uh, what are you doing here?",Ross,surprise,positive,556,6,8,16,"00:21:40,507","00:21:50,891"
5245,5533,"Well, the delivery went out to you and I realized they forgot this.",Katie,neutral,neutral,557,0,8,21,"00:10:09,192","00:10:12,029"
5246,5534,"Ah, mustve been fairly obvious since it was the only thing left in your store.",Ross,neutral,neutral,557,1,8,21,"00:10:12,195","00:10:16,575"
5247,5535,"Listen, to be honest, home deliveries are really a part of my job description.",Katie,neutral,neutral,557,2,8,21,"00:10:18,201","00:10:24,124"
5248,5536,Oh.,Ross,neutral,neutral,557,3,8,21,"00:10:24,291","00:10:25,709"
5249,5537,Oh uhI actually came here to ask you out.,Katie,fear,negative,557,4,8,21,"00:10:26,668","00:10:31,340"
5250,5538,"Oh! Wow! Uh, yeah! That sounds great. Im just gonna put this  back in my pocket, pretend",Ross,joy,positive,557,5,8,21,"00:10:31,506","00:10:35,927"
5251,5539,Sure!,Katie,joy,positive,557,6,8,21,"00:10:45,479","00:10:48,732"
5252,5540,Horny bitch.  No! Youre a horny bitch! Noooo! Youre the horny bitch! No! Youre a horny bitch!,Rachel,anger,negative,557,7,8,21,"00:10:45,479","00:10:59,201"
5253,5541,Chandler!! You have the best taste in men!,Rachel,joy,positive,558,0,4,10,"00:10:43,726","00:10:47,145"
5261,5550,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.",Chandler,neutral,neutral,559,0,1,1,"00:01:19,037","00:01:25,417"
5268,5557,"All of a sudden, the phone starts to ring.",Chandler,neutral,neutral,559,7,1,1,"00:01:38,723","00:01:42,851"
5270,5561,Whats my little chef got for me tonight?,Joey,joy,positive,560,1,7,16,"00:20:11,793","00:20:14,253"
5271,5562,Your favorite!,Monica,joy,positive,560,2,7,16,"00:20:14,421","00:20:16,797"
5274,5565,Thanks sweetheart. Give me a little sugar here.  Okay.,Joey,joy,positive,560,5,7,16,"00:20:23,472","00:20:27,975"
5275,5566,"Okay, in we go.",Monica,joy,positive,560,6,7,16,"00:20:30,646","00:20:32,980"
5276,5567,Here we go! Here we go! Here we go!  How you doin?,Joey,joy,positive,560,7,7,16,"00:20:30,646","00:20:39,111"
5277,5568,"Something went wrong with Underdog, and they couldn't get his head to inflate.",Monica,neutral,neutral,561,0,1,5,"00:17:40,934","00:17:45,271"
5278,5569,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",Monica,joy,positive,561,1,1,5,"00:17:46,607","00:17:54,447"
5279,5570,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",Monica,neutral,neutral,561,2,1,5,"00:17:58,786","00:18:02,789"
5280,5571,Oh my god.,Monica,surprise,negative,561,3,1,5,"0:18:06,126","0:18:06,968"
5281,5572,What?,Joey,surprise,negative,561,4,1,5,"0:18:06,968","0:18:07,599"
5282,5573,Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,anger,negative,561,5,1,5,"00:18:07,795","00:18:13,007"
5283,5574,"Come on, they're close.",Joey,neutral,neutral,561,6,1,5,"0:18:17,513","0:18:18,605"
5284,5575,Close? She's got her tongue in his ear.,Monica,disgust,negative,561,7,1,5,"0:18:18,605","0:18:21,738"
5285,5576,"Oh, like you've never gotten a little rambunctious with Ross.",Joey,neutral,neutral,561,8,1,5,"00:18:22,476","00:18:26,479"
5286,5577,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",Monica,disgust,negative,561,9,1,5,"00:18:27,689","00:18:33,903"
5287,5578,"Well, who's to say what's true? I mean...",Joey,neutral,neutral,561,10,1,5,"00:18:34,154","00:18:39,951"
5288,5579,"Oh my god, what were you thinking?",Monica,disgust,negative,561,11,1,5,"00:18:36,073","00:18:41,619"
5289,5580,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",Joey,neutral,neutral,561,12,1,5,"00:18:37,407","00:18:43,496"
5290,5581,Oh!,Monica,surprise,negative,561,13,1,5,"0:18:41,829","0:18:42,211"
5291,5582,Ow!,Joey,surprise,negative,561,14,1,5,"0:18:42,211","0:18:43,558"
5292,5583,I'm outta here.,Monica,disgust,negative,561,15,1,5,"00:18:43,705","00:18:45,581"
